logFC	AveExpr	t	P.Value	adj.P.Val	B	cpm_filter_value	qvalue	local_fdr	pi0_storey	pi0_lambda_0_5	threshold
MAF	-5.50853846790192	2.55560596149189	-28.7169146721431	2.21216759253818e-12	5.06248929397465e-10	18.5232198501107	74.1023712553128	9.83120719239773e-11	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
CYYR1	-4.60497456140764	2.90548053779454	-28.5999891617866	2.32102641677921e-12	5.22308311322549e-10	18.7204068285076	62.7037863263395	1.01430757256809e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
SLC2A12	-3.98531350203704	5.04911038244244	-28.4726192504264	2.44624713663682e-12	5.36514116206214e-10	18.9081937358607	206.417625221819	1.0418948331105e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
BGN	-10.0344699769837	2.05950773812856	-28.4555018637698	2.46362577431382e-12	5.36514116206214e-10	16.7998533412212	430.469596621056	1.0418948331105e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
MGAT3	-1.73371657474192	7.37152124400105	-28.4096821365067	2.51080603305477e-12	5.38109572354055e-10	18.8533291141149	365.368719879034	1.04499316261699e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
CAV1	-7.19794251742247	2.44113060846853	-28.3382852705733	2.58628380741742e-12	5.45625061996093e-10	17.9947306529333	150.341687521986	1.05958802524932e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
UAP1	-2.07391020677732	5.96716042245652	-28.0903577234184	2.86806814183556e-12	5.95763939247135e-10	18.7129850159297	161.461300486398	1.15695626881991e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
ADAMTS3	-3.09674510826731	4.27625202772372	-27.6182523920627	3.5009797460507e-12	7.16215583805704e-10	18.5504775538357	80.4543724530896	1.39086986459378e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
PDIA3	-2.2474939762804	9.92709315635731	-27.5067672990286	3.67155157687589e-12	7.22022679068842e-10	18.5015019474138	2729.19386782235	1.40214707495467e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
FSD1	-2.13407370494302	4.46166262082779	-27.4800237117585	3.71379354833515e-12	7.22022679068842e-10	18.4888014519113	58.4436770225838	1.40214707495467e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
DEPDC1B	-2.496720752821	5.20598674121972	-27.4615584087985	3.7432667408398e-12	7.22022679068842e-10	18.4634800356078	116.278491531814	1.40214707495467e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
SLC49A4	-2.30618078580791	7.16414911749545	-27.4911625186391	3.69613601330918e-12	7.22022679068842e-10	18.4573846621046	412.400499153291	1.40214707495467e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
SESTD1	-2.92304442103272	6.12280823640317	-27.3729954888164	3.88818901436379e-12	7.39413071435774e-10	18.4087779174059	266.287115776875	1.43591871190803e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
SLC38A3	-5.73218220774038	4.81706643932276	-27.3175217310781	3.98205146944989e-12	7.46745263062672e-10	18.4140696901028	390.081573745789	1.450157615118e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
LMO2	-11.5978896174172	-2.11656095230845	-27.2846249804463	4.03886982181741e-12	7.4702493608464e-10	12.8018441355175	48.5706829281647	1.45070073200485e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
CLEC1A	-3.59813982435191	4.34862975969329	-27.1341517039973	4.31018976076258e-12	7.65917220720286e-10	18.3430659742638	106.982856379811	1.48738900012857e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
MAP3K4	-1.83376897576043	5.90233486386422	-27.168647166607	4.24629207541165e-12	7.65917220720286e-10	18.3080606073875	138.322310419186	1.48738900012857e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
ATP2A3	-6.83588277832087	2.0324406759679	-27.1336152820062	4.31119158456093e-12	7.65917220720286e-10	17.4040457117683	94.5798016878614	1.48738900012857e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
GPR32	-5.94658413381253	2.28274474136059	-26.9208937190638	4.72907222395372e-12	8.29245885296404e-10	17.6815478125243	74.8099900939869	1.61037142764831e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
BCAR4	-3.01265014642969	4.4748767384454	-26.838013922027	4.9035840282315e-12	8.48822968579254e-10	18.2126325020526	88.0602751918254	1.64838955485809e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
LAP3	-1.72629374480749	6.18577533193031	-26.6225277116814	5.39079651351819e-12	9.21348538297755e-10	18.0576792899903	160.119917542974	1.78923210508292e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
IL36RN	-2.62628212411769	4.13203986744055	-26.4848439509854	5.72938534567899e-12	9.55039023917996e-10	18.0593606162687	58.2168028859867	1.85465804977367e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
GATA2	-2.28808201127618	9.3235358783176	-26.498472722583	5.69486471421458e-12	9.55039023917996e-10	18.0521823142687	1828.05542041018	1.85465804977367e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
CALHM2	-4.0701895972825	2.09671584322965	-26.4317630620949	5.86601015957479e-12	9.65888648470474e-10	17.6631756472536	27.7574279775182	1.8757277055776e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
SUSD2	-3.10158819747338	6.41473061928361	-26.3515276378405	6.0792673795292e-12	9.79629079614747e-10	17.9489221280221	354.683456352854	1.90241122383274e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
SORBS1	-4.34534557025277	3.39887059587632	-26.3458889336189	6.09456692990955e-12	9.79629079614747e-10	17.9415658021075	78.0969743788491	1.90241122383274e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
PKIA	-2.60849301770389	4.12972129618849	-26.2717939148682	6.299529095026e-12	1.00066166871813e-09	17.9644576722938	57.8661441487499	1.9432559010776e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
SERPINE1	-2.82852161042674	7.59371710779624	-26.1289923309433	6.71591026696792e-12	1.05439791191396e-09	17.8559896004944	709.024327638157	2.04761012484417e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
MOCOS	-3.88251664282642	3.29271449689855	-25.9336424886495	7.33448341449835e-12	1.13113249587633e-09	17.7673098583118	58.4102379233559	2.1966264584993e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
CRIP2	-9.06985338220103	2.21956334394613	-25.922309060558	7.37221594112849e-12	1.13113249587633e-09	16.5704114285899	298.002375857685	2.1966264584993e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
MICAL1	-3.24715714472051	4.77367389532901	-25.8237023080141	7.70951734481121e-12	1.16959441786113e-09	17.750579297853	121.107485143326	2.27131839404581e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
